제목,카테고리
"[GS건설] 25년 하반기 신입사원 채용(~9/21, 23시까지)",취업 정보
Applied Materials 채용설명회 안내(9/17~18),취업 정보
[취업전략과] 한국항공우주(KAI) 채용 상담회 일정 안내(09/15/월~09/16/화),취업 정보
에너지전공 학위청구논문심사 및 중간심사안내(2026년 2월 졸예자 및 2026년 8월 졸예자 해당),해당없음
HD현대마린솔루션 2025 하반기 채용설명회(9/18),취업 정보
[한화에어로스페이스] 2025년 하반기 신입사원 채용 (~10.13(월)),취업 정보
2026학년도 교원임용 1차시험 대비「교육학 논술」특강 안내,교육/특강/프로그램
[홍보·안내] 「2025년도 대학생·대학원생 커리어 페어-초청가요제」행사에 따른 안전 사고 예방을 위한 인문관 통제 안내(9/17~18),해당없음
[홍보·안내] [국립대학육성]멀티캠퍼스 학생들과의 소통과 화합을 위한 단과대학 초청 _ 총학생회 가을운동회 ‘Play Around Us’ 개최 안내,해당없음
[신물질센터] 2025년도 하반기 QMCF 연구장비교육 안내,교육/특강/프로그램
[화학] 2025년 하반기 포항산업연구원(RIST) 공개채용,취업 정보
[기간 연장] 부산대학교 경영학과 “BK21 교육연구단” 연수연구원 채용 공고,해당없음
[2025 대학생프로그래밍경시대회] 대회 접수 안내,[공모전] 공학/IT/SW
2025학년도 교육혁신본부 교육혁신실 전공디자인팀 서포터즈 1기(2차) 모집 안내,서포터즈
[우수성과] 고나은 동문 2025학년도 대학원 학술상 수상,해당없음
[우아한형제들] 2026 우아한형제들 우아한테크코스 8기 모집 + 온라인 설명회 안내,서포터즈
부산대학교 국제처 「PNU Summer School」 단기계약직 채용 공고,교육/특강/프로그램
[대한상공회의소] 2026년 신입직원 채용 공고,취업 정보
[채용]2025년 하반기 한화에어로스페이스 신입사원 채용,취업 정보
2026학년도 경제통상대학 국제학부 복수전공(GSP) 이수자 선발 안내 및 홍보 요청,해당없음
[한국정신문화재단] 「2025 인문가치 논문.영상 공모전」 개최 안내,[공모전] 문학/수기/에세이
[학부] 2026학년도 1학기 학생자율전공 이수자 선발 계획 알림,해당없음
"[2, 3, 4학년] 2025년도 하반기 연구실안전교육 이수증 제출 안내 (~10/31)",해당없음
[졸업요건]2025년 제24회 TOPCIT 정기평가 시행 안내_응시료지원,해당없음
[한국교육학술정보원] 2025년 제3차 직원 채용(정규직 및 계약직),취업 정보
학위청구자격시험 공지(2025.9.19.금.13시),해당없음
현대마린솔루션 CEO특강,교육/특강/프로그램
[부산대학교기술지주] 기술창업주간 PNU TECH BIZ WEEK 2025-Break Through Together 개최 안내(9/24~9/25),교육/특강/프로그램
[교육인증원] 부산대 핵심역량 진단 및 학부교육 실태조사 참여 요청,해당없음
[사범대학 교직부] 2025학년도 2학기 학교현장이해 시행에 따른 참석자 모집 안내,해당없음
주사전자현미경(SEM) 예약 시스템 및 교육 영상 배포 안내,교육/특강/프로그램
[부·복수] 2026학년도 경제통상대학 국제학부 복수전공(GSP) 이수자 모집,해당없음
2025 스페이스 해커톤 대회 개최 안내,[공모전] 기타
제3회 효원 인문 DAY 안내,해당없음
[홍보·안내] <딥테크 밸류업 솔류션>② - 미래 이차전지 교육·인프라 공유 세미나 개최 안내,교육/특강/프로그램
[시험] 전자회로(I) 57-58분반 : 9월 27일,해당없음
2025년 한국정치학회 대학생 조례경진대회 모집 안내,[공모전] 기타
2025학년도 심리학과 학술제 참가팀 모집,해당없음
[일대원/교대원] 25-2 논문심사요구서 제출안내,해당없음
[구인] 고2 남학생 생활과 윤리 과외교사,해당없음
"[언어교육원] 2025학년도 2학기 언어교육원(한국어, 외국어강좌) 홍보대사 모집",서포터즈
한국해양과학기술원 부산 본원 첨단인프라운영센터 보조연구원 모집,취업 정보
[식영/공통] 2025년 한국식품영양과학회 제품개발경진대회 참가 모집 안내,[공모전] 아이디어/기획
2025년 나노과학기술대학 연구성과 경진대회 수상 내역 알림,[공모전] 공학/IT/SW
[학부] 2025 부산대학교 학생 핵심역량 진단(PNU-CESA) 안내,교육/특강/프로그램
[학부] 2025 학부교육 실태조사(K-NSSE) 안내,해당없음
[학과행사] 2025년 전기공학전공 Open Lab. 실시 안내(3학년 필참),교육/특강/프로그램
2025학년도 2학기 English Lounge 영어회화 스터디원 모집(매주),교육/특강/프로그램
[인공지능 유체공학연구실] 의료 헬스케어 앱 개발 학부 연구생 모집,[공모전] 공학/IT/SW
[학부] 2025년 2학기 중소기업 취업연계 장학사업(희망사다리1유형) 학생 신청기간 안내,장학금
[국립대육성사업] 2025 대학원생 연구진흥 및 학술활동 지원사업 시행 안내,해당없음
[식영/학부] 양산시 어린이·사회복지급식관리지원센터 채용 공고(재공고),취업 정보
[2학년 2학기 재학생 중 희망자] 2025학년도 학교현장이해 신청 알림(~9/21 일),해당없음
[논문] 2025학년도 제2학기 일반대학원 학위청구자격시험 시간 및 장소 알림,해당없음
2025년 행정용 노후 PC 교체를 위한 수요조사 자료 제출 요청,해당없음
[한국폴리텍대학] 2026년도 상반기 임용 한국폴리텍대학 교수초빙(전임교원)(~10/1),취업 정보
2학기 응급 처치 및 심폐소생술 실습,해당없음
2025학년도 전기(2025학년도 2학기) 학위청구 논문심사 일정,해당없음
[비교과] 2025 비교과 프로그램 학생 공모전,[공모전] 교육/특강/프로그램
연세로학원 수학강사 모집,취업 정보
[부산대 KDT] AI 데이터 분석 풀스택 웹 개발자 양성과정 교육생 모집,해당없음
[취업]LG전자 석박사 산학장학생 채용 공고,장학금
제 12회 부산글로벌금융포럼 안내,교육/특강/프로그램
심리학과 사무실 위치 및 이메일,해당없음
[국립대육성] 2025학년도 2학기「PNU목요아트」행사 알림,교육/특강/프로그램
[행사] 제2회 부산과학기술인 정책포럼 개최,교육/특강/프로그램
[공통] 2025년 2학기 중간고사 야간 잔류 신청 안내 [2025.09.22.(월) 09:00까지],해당없음
[채용] 히타치하이테크코리아 채용설명회 안내,취업 정보
[해외자원산업협회] 자원개발 실무교육 기초과정 '핵심광물 투자·계약 실무' 교육생 모집,해당없음
[홍보·안내] [국립대육성] 2025학년도 2학기「PNU목요아트」행사 알림,교육/특강/프로그램
지역사회 문제해결을 위한 시민 공감형 혁신 milieu 구축 학생-시민 공모전,[공모전] 기타
창원봉림고 지구과학 시간강사 모집,취업 정보
"[대한상사중재원] 제5기 ADR 기본과정(온라인) 신청 안내(~10/20, 월)",교육/특강/프로그램
[취업-1381] 헌법재판연구원 연구인력(일반임기제 4급) 채용 공고(~9/25 목 18:00),취업 정보
2025년 11월 별정직(계약직)모집공고,취업 정보
"[현대자동차 연구소] '25년 하반기 서울대/한양대-계약학과 모집안내 (~9/30, 13시까지)",[공모전] 공학/IT/SW
학부연구생 모집 안내 _ 지능형중성자과학및응용방사선학연구실(이승욱교수님),해당없음
[행사] 2025 Seoul Big Data Forum,교육/특강/프로그램
「2025 블록체인 진흥주간 X 웹3.0 취업컨설팅 /컨퍼런스」,교육/특강/프로그램
"[한국자동차연구원] 2025년 11월 별정직(계약직)모집공고(~10/1, 12시까지)",취업 정보
[RISE사업단] 부산대-LG전자 산학협력 30주년 기념 CEO 특강 실시,교육/특강/프로그램
[등록금 및 휴복학] 25년 2학기 마지막(최총) 납부 및 신청 기간 알림(※23일~25일※),해당없음
펜토미노 교육환경개선사업 보고회 / 제1회 학부생을 위한 실험실 Open Day 안내,해당없음
[교수학습지원센터] 2025학년도 2학기 학습전략 특강 개최,교육/특강/프로그램
[장학] 튜터링 프로그램(외국인-한국인 1:1매칭 학습 지원 프로그램)' 멘토 구함(선착순 1명/오늘까지),봉사활동
[한화솔루션] 2025년 하반기 큐셀 부문 대졸 신입사원 채용 (~10/10 15:00),취업 정보
[BK21] 2025년도 '모두의 BK' 콘텐츠 공모전,[공모전] 아이디어/기획
"[KBS, 시청자미디어재단] 2025 캠퍼스온에어 ESG 영상 공모전 개최 안내",해당없음
[금정구] 2025년 금정 프리마켓 개최 안내,해당없음
[취업전략과] 2025년 하반기 찾아가는 해외취업 오프라인 설명회 안내(09/22/월),해당없음
[환경.에너지연구소] 실험실 업무 보조 단기 알바 모집!,해당없음
[부산광역시] 2025 세계도핑방지기구 총회 자원봉사자 모집,봉사활동
"[한국농수산식품유통공사] 2025년 한국농수산식품유통공사(aT) 신입 및 경력직 채용설명회 , 채용공고 안내(~9/26, 14시까지)",취업 정보
[국립대육성사업]Horticultural Research Internship Program (HRIP) 참여모집 (~9/22),교육/특강/프로그램
[국립대육성사업] HORTI:LOGO(학과로고) 공모전 안내 (~10/10),[공모전] 미술/디자인/건축
한국농수산식품유통공사(aT)에서 정규직 채용설명회,취업 정보
[학부] [RISE] 부산대-LG전자 산학협력 30주년 기념 LG전자 CEO 특강 안내,교육/특강/프로그램
[기타] <백산 - 의령에서 발해까지> GV 시사회 일정 및 초청,[기타]
[홍보·안내] [공동실험실습관]양산분관 신규 첨단 기자재 구축 장비(실시간 이미징 스펙트럴 유세포 분리기) 세미나 개최 안내,교육/특강/프로그램
[APPTIVE] 끌림벤처스 네트워킹 행사 안내(9.24. 수),교육/특강/프로그램
사회과학대학 학생회 선거시행세칙 알림,해당없음
부산대학교 사회과학대학 학생회 재정운용세칙 알림,해당없음
2025-2학기 부산대학교병원의학연구재단 장학생 선발(~9/26),장학금
[교육인증원] 학생 참여 요청-역량진단 및 실태조사,해당없음
학부] 2025학년도 「학교현장이해」 시행 알림(~9/22 12:00까지),교육/특강/프로그램
2026학년도 대학회계 시설부분 예산편성 자료 요청,해당없음
2025년 「그린리턴 사업」 운영 현황 분석을 위한 설문조사,해당없음
"2025학년도 하나금융나눔재단 장학생 추천 안내(~9/22(월), 16시까지)",장학금
부산 서구-일본 사세보시 대학생(청년) 교류 참가자 모집 안내,해당없음
2025학년도 기계공학부 교학체육대회 9월25일 대운동장에서 열립니다.,교육/특강/프로그램
[취업정보] 부산대학교 찾아가는 해외취업설명회(오프라인) 운영안내(09/22),취업 정보
[홍보·안내] 부산대학교 기술창업주간 「PNU Tech Biz Week 2025」 행사 안내,교육/특강/프로그램
[학부] 2025학년도 하반기 학부 졸업 대체 모의 토익 실시 안내,해당없음
[현대엔지비] 차세대 모빌리티 입베디드 AI 엔지니어 양성과정 교육생 모집,해당없음
[우주항공청] 2025 스페이스 해커톤 대회,[공모전] 공학/IT/SW
[한국기계연구원] 제4회 가상공학 플랫폼 소프트웨어(KIMM Cyber Lab) 활용 경진대회 개최 안내,[공모전] 기타
2025학년도 교직이수학생 대상 「학교현장이해」 시행 및 참가신청 안내,교육/특강/프로그램
구조 실험동 옆 간의화장실 철거에 대한 이견 요청,해당없음
[공통] 부산대학교 장전캠퍼스 교통안전 제고를 위한 설문조사 협조 요청,해당없음
[국립대육성_교수학습지원센터] 2025-2학기 의생명 러닝 UP 운영 안내,교육/특강/프로그램
[법무부] 2026년도 제15회 변호사시험 원서접수 관련 CBT 1지망 선택 및 수기 시험장 운영 안내,해당없음
2025학년도 2학기 교양교육원 비교과 프로그램「대학과 민주」특강 안내,교육/특강/프로그램
[취업전략과] 부산대학교 찾아가는 해외취업설명회 개최,해당없음
(부산시교육청) 2025학년도 2학기 「수업나눔 릴레이」 신청 안내,교육/특강/프로그램
[한화오션] 대규모 신입사원 채용 (~9/30 14:00),취업 정보
[한화오션] 2025년 하반기 대규모 신입사원 채용 홍보 정정 요청의 件,취업 정보
[학교행사] [디지털인문학센터] 2025학년도 제3회 디지털인문학센터 컬로퀴엄 개최 안내,교육/특강/프로그램
[홍보·안내] [KCI 등재학술지] 『인문과학연구』 제56집(11월30일 발간) 논문 투고 안내(9월30일 투고 마감),해당없음
[홍보·안내] 2025학년도 2학기 고고학과 교류교수 특별 강의 안내(9/23 16:00),교육/특강/프로그램
10월수체,봉사활동
ICT분야 지식재산 아이디어 경진대회,[공모전] 아이디어/기획
[언어교육원] 2025학년도 가을학기 외국어특강 수강료환급(30~50%) 프로그램,교육/특강/프로그램
[부산정보산업진흥원] 채용연계형 보안 종합 운영 관리자 과정 교육 신청 안내,해당없음
[학부] [국립대 육성사업] 2025학년도 2학기 의생명 러닝 UP(1차) 운영 안내,교육/특강/프로그램
[전체] [대한적십자사/부산혈액원] 생명나눔 사랑의 헌혈 실시 안내,봉사활동
[한국민족문화연구소/공동학술대회] 근현대 울산의 공간과 사회 변화,교육/특강/프로그램
[교수학습지원센터] 2025학년도 2학기 의생명 러닝 UP(1차) 특강 안내,교육/특강/프로그램
[전체] [법정의무교육] 2025년 교원 및 학생 폭력예방교육 이수 협조 요청,교육/특강/프로그램
[교육대학원] 2026학년도 교육대학원 사서교육전공 모집 '전공 및 교직과목 인정서' 제출 안내,해당없음
2025년 9월 도서관 운영 일정 및 열람실별 이용 안내,해당없음
2025학년도(겨울방학) 캠퍼스 정주형 영어역량 강화 단기 프로그램(토익) 수강생 모집 안내,교육/특강/프로그램
[언어교육원] 2025학년도 가을학기 외국어특강 수강료환급(30~50%) 프로그램,교육/특강/프로그램
2025학년도 2학기 최종 휴ㆍ복학 신청 기간 안내 (※신청기간 엄수),해당없음
[장학]2025년 하반기 울산연구원 장학생 선발 계획 공고,장학금
2025학년도 2학기 대학원과정 수강취소(W) 안내,해당없음
『2025학년도 하반기 학생총회 결과』보고,해당없음
『2025학년도 하반기 철학과 학생회 세입·세출 예산안』,해당없음
[수업] 2025-2 학부 수강취소(W) 안내,해당없음
[부산정보산업진흥원] 2025 AI+X 컨퍼런스 참관 협조,교육/특강/프로그램
[대학원 전체] 2025학년도 2학기 대학원과정 수강취소(W) 안내,해당없음
[대한변호사협회] 2025 국제인권법 아카데미 참가 안내,교육/특강/프로그램
2025년 지역공부방 멘토링 프로그램 참여 대학생 모집 (교육봉사 인정 안됨),봉사활동
[홍보·안내] 「2025 한탄강·광릉숲 국제 포럼」안내,교육/특강/프로그램
[효원상담원] 마음건강정봐 No.10 안정화 기법 안내(복식호흡훈련),교육/특강/프로그램
[RISE]{1-1-4]극한환경 전력반도체 UIC히타치하이테크코리아(주) 채용설명회,취업 정보
[국립대육성2-3-3] 비교과(전공능력) 신입생 2학기 전공과목 스터디 그룹 지원사업 안내,해당없음
★ [2025 금정 유니페스타] 안내 및 공연팀 모집(2차) ★,[공모전] 기타
2025학년도 2학기 대체과목 신청 안내,해당없음
2026학년도 전기 데이터사이언스전문대학원 전기 신입생 모집 안내,취업 정보
[2025-2] 박사학위 청구논문 심사요구서 제출 및 심사(발표) 안내 Doctoral Thesis Examination Application & Presentation,해당없음
[2025-2] 박사학위논문 예비발표 신청 안내 Preliminary Presentation of Doctoral Dissertation,해당없음
"[졸업정보] 2025학년도 2학기 학부 졸업논문계획서 제출 안내(10/24, 금요일 낮 12시까지)",해당없음
[한국보건산업진흥원] 국내 치과의사과학자 양성에 대한 인식 및 수요 설문조사 참여,해당없음
[대한적십자사/부산혈액원] 생명나눔 '사랑의 헌혈' 실시 안내,봉사활동
[기타] 2025년도 공무원 5급 공채 2차 합격자 3차(면접)시험 대비 지원 신청 안내,취업 정보
[장학] 삼원 장학생 선발 안내,장학금
[병무청] 현역 모집병 모집 (2025년 10월),해당없음
[한솔그룹] 2025 한솔그룹 채용 홍보 협조 요청(~10/10),취업 정보
"[법률저널] 제15회 변호사시험 대비 Final 모의고사 관련 안내(12/6, 12/20)",해당없음
[NH농협손해보험] 2025 하반기 신규직원 채용 (~9/29),취업 정보
2025년 9월 도서관 운영 일정 및 열람실별 이용 안내,해당없음
[2025 국립대학육성사업 대학-지역사회 협력프로그램] 지역아동건강교육에 참여할 학생을 모집합니다.,봉사활동
[기타] 부산대학교 개교80주년 동문초청 강연회 연사 추천 설문조사 안내,해당없음
[대학] 2025년 2학기 『전공기초학력 향상을 위한 물리학습 멘토링』 신청 안내,해당없음
"[부산대 법학연구소]부산대 법학연구소 초청강연 시리즈「법, 세상을 읽다.」 제1회(10/1, 대강당) 안내",교육/특강/프로그램
[학생활동] 2025학년도 2학기 학부생 지도교수 상담 신청 안내 - 학생지원시스템 이용,해당없음
[2025-2 지도교수 배정 대상] 지도교수 승인 신청서 제출 알림(~10/24 금),해당없음
[부산광역시] 제10기 주민참여예산위원회 위원 공개모집 홍보,취업 정보
[안전]연구실 안전사고 대응 매뉴얼,해당없음
FY2025 한국투자증권 일반 공채(신입사원 5급) (~10/1),취업 정보
일반대학원 타전공교과목 전공인정 신청 및 관련 서류 제출,해당없음
부산대학교 데이터사이언스 전문대학원 입학설명회,해당없음
"2025 발전기금 ""샬린송 장학금"" 장학생 선발 안내(",장학금
"1학기 수업, 어땠나요❓",해당없음
2025년 9월 도서관 운영 일정 및 열람실별 이용 안내,해당없음
[전액국비무료] 글로벌 관광마케팅 컨벤션 전문가 양성 (취업률 100% 연속달성!),취업 정보
[전액국비무료] 스마트 무역 물류관리 실무자 양성 (매월 교육수당 제공),취업 정보
[학부_장학] 2025년 국내 하나장학생 신청 안내(~9/24),장학금
한국외국어대학교 국제지역대학원 러시아·CIS학과 입시,교육/특강/프로그램
K-하이테크 플랫폼 세미나 _AI 가지고 노는 Next 디자이너_ 참가자 모집 안내,교육/특강/프로그램
[극지연구소] 2025년 하반기 기간제계약직 채용 공고,취업 정보
[식영/학부] 단위기관 파견 프로그램(태국 방콕 Kasetsart 대학)관련 안내,교육/특강/프로그램
[장학] 2025학년도 인송문화재단 장학생 1명 선발 안내(~9/29 13시),장학금
[장학] 2025년 하반기 부산지역인재장학생 선발 공고 안내,장학금
[2025 PNU K-Festival] 부산캠퍼스↔밀양캠퍼스 버스 운행 시간표 안내,교육/특강/프로그램
[창업지원부] 2025 랜선으로 만나는 릴레이 글로벌 취창업 톡톡톡(talk),교육/특강/프로그램
간호대학생 제4회 부산대학교 메디컬 해커톤 경진대회 수상,[공모전] 공학/IT/SW
2025 Toss Ads ML Engineer 신입 집중 채용 (~10/12),취업 정보
[한솔케미칼] 2025 신입사원 채용 및 메타버스 채용 설명회 안내 (~10/10),취업 정보
과외(9/25),해당없음
(D-3) 2026 카카오그룹 신입크루 공채,취업 정보
[효원상담원] 띵동상담소 10월 15일 정신과전문의 면담 신청 접수 중(접수:10/10),교육/특강/프로그램
K-해양 AI 챌린지 2025 개최 안내,[공모전] 공학/IT/SW
[재학생 및 수료생] 2025학년도 2학기(2025년 전기) 일반대학원 학위청구논문 심사계획 알림,해당없음
[취업전략과] 현대백화점 채용 설명회 일정 안내(10/16/목),해당없음
2025학년도 한의학연구과정 지도교수 선정일정 안내,교육/특강/프로그램
✨ 취업전략과 프로그램 홍보 2차 이벤트 안내 ✨,취업 정보
[한국식품연구원] 2025년 제2차 정규직 채용 공고 (~10/10 18:00),취업 정보
[현대캐피탈] 2025 신입사원 채용 | ~10/13(월) 23:59,취업 정보
"학부, 대원, 평생교육전공] 2025년 제4차 평생교육사 자격증 발급 신청(~10.13. 14:00)",해당없음
[학부] [토스] Ads ML Engineer 신입 집중채용 안내,취업 정보
부산대학교병원 의생명연구원 의학통계실 연구직(계약직) 채용 안내(~10/2 오전 10시),해당없음
[교대원] 2026학년도 교육대학원 윤리교육전공 입학 관련 안내 (전공학점 인정 관련),교육/특강/프로그램
[법학전문대학원협의회] IBT 프로그램 테스트 협조 요청(2025학년도 제 3회 졸업시험 대비),해당없음
[원익] 2025 원익그룹 신입사원 공개채용 (~10/13),취업 정보
2025 제3차 김모임 학술 포럼,교육/특강/프로그램
2025학년도 2학기 「항공우주 실무 현장 견학」실시 및 신청 안내,교육/특강/프로그램
2025년 기계공학부 대학원_제4회_BK21FOUR 연구단 학술상 공모 안내,[공모전] 공학/IT/SW
부산대학교 전공자율선택제 학부생 개인 학습컨설팅 학습컨설턴트 채용 공고,해당없음
[인천공항] 인천공항시설관리(주) 2025년 제3차 정기채용,해당없음
[대한무역투자진흥공사(KOTRA)] 2025년 하반기 통상직 신입사원 채용,취업 정보
[캠퍼스아시아(에너지환경)] 2026년 상반기 복수학위 신입생 모집,해당없음
2025 ICT AI 분쟁조정 경연대회 안내,[공모전] 공학/IT/SW
[취업전략과] LG유플러스 채용 상담회 일정 안내(10/02/목),해당없음
[국방과학연구소/룬샷 경진대회] 포스터 오프라인 게시 및 온라인 게재 협조 요청의 건,[공모전] 공학/IT/SW
2026년도 헌법재판연구원 연구과제 공모 안내,해당없음
[교직] 2025학년도 2학기 「교직 적성 및 인성 검사」 신청 안내,교육/특강/프로그램
"2025년 부산대학교 학술림 숲해설 프로그램 개최 알림(1회차 10.16.(목)14시_제1학술림, 2회차 10.23.(목)14시_제3학술림, 모집20명)",교육/특강/프로그램
LG유플러스 2025 하반기 채용상담회 안내(10/02/목),취업 정보
[지역사회혁신본부] 인문창업 스쿨 참여학생 모집,해당없음
[창업지원부] <구글 AI 스타트업스쿨 마지막 세션 - AI 창업가와의 담화> 안내,교육/특강/프로그램
"[한국프랑스철학회] 들뢰즈 탄생 100주년 기념 학술대회 <Deleuze, &>(11/29(토), 연세대학교) 개최 안내(사전신청필수, 선착순마감)",교육/특강/프로그램
[창업지원부] (예비)창업자를 위한 창업 교육 『START-UP A to Z』 개최 안내,교육/특강/프로그램
[학사] 2025학년도 2학기 「중간고사 후 강의평가」 시행 안내,해당없음
[RISE사업단] 2025학년도 2학기 캡스톤 디자인 교과목 지원사업 재공고(2차),[공모전] 미술/디자인/건축
[학부] 2025학년도 2학기 수강취소(W) 안내,해당없음
2025학년도 지질환경과학과 전체야외학술답사 일정 및 신청 안내,교육/특강/프로그램
[호반그룹] 2026년 호반그룹 주니어 채용(~10/12),해당없음
"[언어교육원] 2025학년도 10월 정기 모의 (토익, 토스) 테스트 실시 안내",교육/특강/프로그램
부산국제고등학교 기간제 교사 채용 공고,취업 정보
2025년 9월 도서관 운영 일정 및 열람실별 이용 안내,해당없음
[모집] 창업 교육 [AI를 활용한 스타트업 사업계획서 작성 및 홍보영상 제작 실습 과정],해당없음
[2025.겨울계절] 일반졸업영어 수강신청 안내(영어졸업인증 대체강좌),해당없음
[전체] 민주 인권 평화 차세대 대학(원)생 우수 논문 공모전 안내,[공모전] 문학/수기/에세이
[학부] [2025.겨울계절] 일반졸업영어 수강신청 안내(영어졸업인증 대체강좌),해당없음
[홍보·안내] 고고학과 정기 학술 답사에 따른 업무 제한 안내(9/30~10/2),해당없음
한국기계연구원 대전 본원 친환경에너지연구본부 친환경모빌리티연구실 석사과정 연수생 모집,[공모전] 공학/IT/SW
[콜마그룹]_2025 하반기 콜마그룹 대졸신입 공채 채용공고 등재 요청 건,취업 정보
제품개발및 종합설계과제 캡스톤디자인 재료비 신청을 위한 온라인 지원시스템 메뉴얼 및 신청안내,[공모전] 아이디어/기획
원전수출분야 진로 및 취업설명회:10.17(금) 12:00~,취업 정보
2025년 2학기 BK참여대학원생 등록서류 제출 안내(10월 1~2일),해당없음
[전체] 한국자산관리공사 현장견학 및 취업컨설팅 안내(11/10),취업 정보
⁉️ 2025 학부교육 실태조사 마감 임박(~10/3),해당없음
2025년 부산대학교 치의학전문대학원 학술대회 안내,교육/특강/프로그램
2026학년도 직장보육시설 입소 신청 안내(하반기),해당없음 
[이수그룹] 2025 이수그룹 신입 공개채용(~10/15),취업 정보
"[취업-1382] 2025년 제5차 한국의료분쟁조정중재원 직원 채용공고(심사직 다급, ~10/14 화 18:00)",취업 정보
IEDC Poster,[공모전] 아이디어/기획
2025년 두산건설 신입 채용,취업 정보
[모집] 2025 PNU SW·AI 에세이 공모전 참가자 모집(~10/14(화)까지),[공모전] 문학/수기/에세이
[SW융합교육원] 2025 SW중심대학 마일스톤 장학생 선발결과 공지,장학금
2025 PNU Hi-Brain 창업동아리 2차 선정평가 결과 안내,교육/특강/프로그램
[대학원] 2025학년도 대학원생 연구진흥 및 학술활동 지원사업 선정 결과 알림,해당없음
"[취업-1383] 법무법인 소울 신입/경력 변호사 채용공고(울산, ~10/31 금)",취업 정보
마산중학교 시간강사 채용 공고,취업 정보
학교상담전공] 2025학년도 2학기 「성인지교육」 개별이수인정 신청 안내 (12/8~12/31),해당없음
전체] 제2교수연구동 중앙현관 앞 출입계단 공사 일정 알림 (10.3~10.9.),해당없음
 「Young Mobility Career Accelerator 인사이트 & 멘토링데이」 참가자 모집 ,교육/특강/프로그램
「Young Mobility Career Accelerator 미래모빌리티 취업 역량 강화 워크숍」 참가자 모집,취업 정보
「경제통상연구」 제6권 2호 논문모집 안내,[공모전] 기타
2025년 9월 도서관 운영 일정 및 열람실별 이용 안내,해당없음
[BK21 대학원혁신] 2025학년도 10월 대학원 비교과 프로그램(PNU-GCCP) 운영 안내,교육/특강/프로그램
[한국산업기술시험원] 2025년 4분기 1차수 위촉 계약직 (행정/연구직) 공개모집(~10/15),취업 정보
수소선박기술센터 실습과정 성과공유 & 전문가 네트워크 DAY 개최 안내,서포터즈
2025-2학기 교양교육원 비교과프로그램「디지털문화와인간」특강 안내,교육/특강/프로그램
2025년 하반기 한국타이어앤테크놀로지 Proactive Leaders 신입 채용,취업 정보
2025 문창 문예 공모전 개최 안내,[공모전] 문학/수기/에세이
"2025학년도 학과별 전공특화 프로그램 특강 ""공연기획자의 하루, 그리고 공연즐기기""",교육/특강/프로그램
[문창대 2025년 하반기호] 부산대학교의 최신 소식을 만나보세요!,해당없음
[취업-1384] 2025년 한국인터넷진흥원 전문계약직 2차 채용공고(~10/13 월 10:00),취업 정보
"[국방부] 2025년 제5회 군사법 변론 경연대회 개최 안내(~10/31, 금)",[공모전] 기타
넉넉한 터 스탠드 개선 아이디어 공모 심사결과 공고,[공모전] 아이디어/기획
"[학생] 2025 신바람유기, 달려보OMSE (체육대회) 신청",해당없음
2025학년도 10월 비교과 프로그램(PNU-GCCP) 운영 안내,교육/특강/프로그램
2025년 제7회 Dream-Hi 창업캠프 참가 모집,교육/특강/프로그램
[소프트웨어융합교육원] 'PNU AI활용 교수법 세미나' : 애플과 아마존은 어떻게 AI를 교육에 활용하는가?,교육/특강/프로그램
[BK21 대학원혁신] 2025학년도 10월 대학원 비교과 프로그램(PNU-GCCP) 운영 안내,교육/특강/프로그램
미래모빌리티 동아리/경진대회 지원 안내,[공모전] 기타
"[채용]한국농어촌공사 2025년도 직무중심 신입사원(5급, 6급) 채용 공고- 지질직",취업 정보
[BK21 대학원혁신] 2025학년도 10월 대학원 비교과 프로그램(PNU-GCCP) 운영 안내,교육/특강/프로그램
[BK21 대학원혁신] 2025학년도 10월 대학원 비교과 프로그램(PNU-GCCP) 안내,교육/특강/프로그램
[학생처] 2025학년도 2학기 각종 학생 참여 사회공헌 프로그램 설명회 개최 안내,교육/특강/프로그램
[도서관] 2025학년도 10월 도서관 이용교육 일정 안내,해당없음
[부산시] 제106회 전국체육대회 개회식 안내 - 10월 17일(금),해당없음
[SK AX] 2025 하반기 SK AX AI x Japan 채용연계형 인턴십,취업 정보
K-해양 AI 챌린지 2025 (부제: AI로 북극항로를 열다!),[공모전] 공학/IT/SW
[전체] 부산대학교 온라인강의 프로그램 홍보 안내,교육/특강/프로그램
[부산대 KDT] AI 데이터 분석 풀스택 웹 개발자 양성과정 교육생 모집,해당없음
의생명융합공학부 교육 장비 대여 관련,교육/특강/프로그램
2025 국민참여 청렴콘텐츠 공모전 안내,[공모전] 기타
[응시자 필독] 2025학년도 제3차 졸업시험 유의사항 안내,해당없음
[교육혁신실] 2025 비교과 프로그램 학생 공모전 신청 안내,[공모전] 기타
2025학년도 2학기 석.박사 학습튜터링 모집 안내,봉사활동
[경제통상대학] 2026학년도 국제학부 복수전공(Global Studies Program) 이수자 선발공고,교육/특강/프로그램
한국인터넷교육방송 온라인 강의 안내,교육/특강/프로그램
[모집] 2025 AI융합 데이터해커톤 (AI VOYAGE 2025) 부산대 대표 선발,[공모전] 기타
[교직] 2025학년도 「학교현장이해」 준비교육 안내,교육/특강/프로그램
 학생포트폴리오 경진대회 접수 기간 연장! ,[공모전] 기타
대원]2025학년도 2학기 논문계획서 발표계획 공고,교육/특강/프로그램
